Parent Account Id,Translated Account,TP Account ID,Field Subregion,Field Sub Segment
5cd30a8c-ebaa-4ee4-8dc4-7d20554c2ce5,STRAUSS ELITE LTD,1784515.0,Israel,Major - Commercial Other
89f3fa42-750b-44c2-9e93-43281ac5e416,AUDIOCODES LTD,1291623.0,Israel,Major - Commercial Other
e2f61213-7e26-4357-8e8c-0142fb793bb8,TURKCELL Communication Services Inc.,1535206.0,Turkey,Major - Commercial Other
dbbe0342-c78c-4b45-8768-3c502946b833,Finansbank Inc.,966003.0,Turkey,Major - Commercial Other
ec34ad2d-be8f-4ef4-a147-52f2b53c53ae,Archirodon N.V.,10221497.0,Greece/Cyprus/Malta,Major - Commercial Other
f21224f9-530f-4afa-98ef-c66ea626653c,FOURLIS S.A.,4300766.0,Greece/Cyprus/Malta,Major - Commercial Other
81973d27-42ca-4f54-bffb-1bba3e3e77ee,Beymen Perakende ve Tekstil Yatırımları A.Ş.,61142508.0,Turkey,Major - Commercial Other
544421ab-b8e1-49ca-ba01-3c0d274848cc,Addiko Bank Hrvatska,3476027.0,Adriatics,Major - Commercial Other
d3d3c531-68ef-4705-b8bf-d1bdbdb1a642,National Bank Of Greece Sa,1170718.0,Greece/Cyprus/Malta,Major - Commercial Other
658e2ee8-7b58-44af-a7df-ade54f8c3645,YILDIZ HOLDİNG A.Ş.,2098776.0,Turkey,Major - Commercial Other
ab95d43e-ccc9-405a-ad0a-1c894dd08f66,TEVA PHARMACEUTICAL INDUSTRIES LTD,2858051.0,Israel,Major - Commercial Other
c6f72c61-e883-4018-b077-7654a37de41f,Ministry of Education for Lifelong Learning and Religious Affairs,2005633.0,Greece/Cyprus/Malta,Major - Education
04466eab-b092-4d50-a32c-b4f33a53f33e,INFOBIP d.o.o.,14115329.0,Adriatics,Major - Commercial Other
e4d03414-f0ed-4fdb-bd2b-31e3fcbca441,NICE SYSTEMS LTD,594275.0,Israel,Major - Commercial Other
5c5a7875-bbeb-401b-a0b6-02864ddb3f5f,ANADOLU Endustri Holding A.Ş.,970273.0,Turkey,Major - Commercial Other
06cebf83-880a-4058-af18-9224e8342b30,ANADOLU Endustri Holding A.Ş.,970273.0,Turkey,Major - Commercial Other
52278152-2906-4c3c-bc8b-e12abde960f4,CELLEBRITE MOBILE SYNCHRONIZATION LTD,7477966.0,Israel,Major - Commercial Other
665127db-d4e7-4e55-a23c-56f147d05419,Kuwait Turkish Participation Bank Inc.,939110.0,Turkey,Major - Commercial Other
ada0b8bf-394f-4787-9144-cfd5bbb1522b,ZIM ISRAEL NAVIGATION CO LTD,942761.0,Israel,Major - Commercial Other
630c839a-9c03-ee11-8f6e-000d3a145a86,COBWEBS TECHNOLOGIES,34167577.0,Israel,Major - Commercial Other
1d0a2a8f-eed9-4ffd-ae54-f8a2b534c8ef,CHECK POINT SOFTWARE TECHNOLOGIES LTD,594324.0,Israel,Major - Commercial Other
8a4d096c-7606-48a0-835f-cf08b413fe42,PİZZA RESTORANLARI A.Ş.,6084269.0,Turkey,Major - Commercial Other
da0c2d1e-d69b-4be8-977c-41526834873a,AIDOC MEDICAL LTD,41493731.0,Israel,Major - Commercial Other
b7fb4fd2-10cf-46f0-875d-e3b524aa3cfc,Orca Security,55234899.0,Israel,Major - Commercial Other
f3a53507-3100-4e4d-9fca-931611a1336c,Alpha Bank,935522.0,Greece/Cyprus/Malta,Major - Commercial Other
227f42dd-9f6f-45cf-b8bd-ae8615a00552,applitools,19313935.0,Israel,Major - Commercial Other
2f711798-6d00-467c-b021-31ef27321a10,Abraserve Limited-Novibet,78701931.0,Greece/Cyprus/Malta,Major - Commercial Other
a3f40345-4ab9-46cb-971a-7977eccb71fe,FİBA HOLDİNG A.Ş.,12821539.0,Turkey,Major - Commercial Other
b1fb457f-9d60-406f-acf4-be52e90a5b67,Adris Grupa,7942585.0,Adriatics,Major - Commercial Other
d81c2121-cc6e-44bd-b562-d22f21a5f39b,T.C. HALK Bank A.Ş.,2594304.0,Turkey,Major - Commercial Other
b9609b61-b578-4421-b3c7-e960d5302b06,Ziraat Bank A.Ş.,2636197.0,Turkey,Major - Commercial Other
170597e8-5d49-4904-a1a7-ef34ef7e991e,Albaraka Turkish Private Finance Corporation,2611897.0,Turkey,Major - Commercial Other
0372eb43-763a-4b41-b88d-0216947bddf5,Ericsson Nikola Tesla,1103266.0,Adriatics,Major - Commercial Other
623fa291-9412-4ca3-b7ce-fd594ba6a7b8,TAV HAVALİMANLARI HOLDİNG A.Ş.,9848716.0,Turkey,Major - Commercial Other
46ed8d80-79ed-40bf-b785-58fc996c96c2,ŞEKERBANK T.A.Ş.,976770.0,Turkey,Major - Commercial Other
4a62b2ee-b014-4b79-b3a1-ab6adc6ee860,ANADOLU Endustri Holding A.Ş.,970273.0,Turkey,Major - Commercial Other
741b5f2c-61af-4ac3-83bd-14aa7459d7b8,TURKCELL Communication Services Inc.,1535206.0,Turkey,Major - Commercial Other
ddb53cc5-edce-42df-9435-7e06aeac3f61,Eczacıbasi Holding A.Ş.,6727622.0,Turkey,Major - Commercial Other
ef19b993-445d-4962-805f-d6c71c06a077,FİBA HOLDİNG A.Ş.,12821539.0,Turkey,Major - Commercial Other
47981d31-8b21-4be3-9814-5d59eb166045,National Bank Of Greece Sa,1170718.0,Greece/Cyprus/Malta,Major - Commercial Other
7249cc93-4fae-4d68-8abb-611a37660886,Demirören Group of Companies,4997045.0,Turkey,Major - Commercial Other
27281076-d920-4bdc-8613-3d9799f41268,TURKCELL Communication Services Inc.,1535206.0,Turkey,Major - Commercial Other
2f61ad29-4f49-4979-88ee-556e99a41698,VERINT SYSTEMS LTD (COMVERSE INFOSYS),3611273.0,Israel,Major - Commercial Other
766480c8-2296-428c-ac1a-99aa3c23ce7d,Piraeus Bank,1339018.0,Greece/Cyprus/Malta,Major - Commercial Other
cb735c10-ee19-4a10-a37d-5dd9a0f78932,TURKCELL Communication Services Inc.,1535206.0,Turkey,Major - Commercial Other
121981c3-098e-40ee-809e-d46d56fb2579,ATLANTIC GRUPA dd,8753234.0,Adriatics,Major - Commercial Other
cdaf2ea6-1910-4529-bd40-61c3ebbfaeec,Bank Of Greece,1438365.0,Greece/Cyprus/Malta,Major - Commercial Other
011c7da4-f5f5-496a-8c76-5e7972c4d732,Boyner Holding A.Ş.,2378859.0,Turkey,Major - Commercial Other
60c13452-bc12-4c0b-9bb2-df4232361304,AKBANK T.A.Ş.,1099732.0,Turkey,Major - Commercial Other
82a52962-cfd9-4468-af90-bf937f49af18,LC Waikiki Merchandising Services tic. A. Ş.,1271228.0,Turkey,Major - Commercial Other
7dbc5c5f-7fed-4975-bc42-e923c96fb03b,JFROG LTD,18031778.0,Israel,Major - Commercial Other
586b82ec-3454-4aba-b1e7-6622b998b480,ATERA NETWORKS LTD,12798150.0,Israel,Major - Commercial Other
95d4875d-cecf-400f-ab0c-03941501bc76,CONTROLUP,40657658.0,Israel,Major - Commercial Other
b4bea13d-4dff-4d15-93c5-1078570118d5,ISRAEL PHOENIX ASSURANCE CO LTD,2166460.0,Israel,Major - Commercial Other
e10d8f47-c0e2-40ff-ac7d-bbfadc0b58ce,T.C. Ministry of Internal Affairs,938545.0,Turkey,Major - Government Other
7594b698-d7b1-4e0c-b3b5-4297ace2d480,ISRAEL CHEMICALS LTD ICL,4001168.0,Israel,Major - Commercial Other
0546ffd0-452a-44c6-99d2-daf7eb6e1f1f,HAREL INSURANCE INVESTMENTS LTD,1076009.0,Israel,Major - Commercial Other
406cdd33-de4e-4af0-8590-a33c96f388a6,Dogus Holding A.Ş.,1520325.0,Turkey,Major - Commercial Other
6f1545c5-732b-47a4-b711-763cdbd2278d,BORUSAN Holding A.Ş.,1911264.0,Turkey,Major - Commercial Other
d21578cd-53db-4ea7-b074-73baafc1b42e,ARKAS Holding A.Ş.,1901099.0,Turkey,Major - Commercial Other
68ae75bd-0d3c-437e-a7b1-04fd469dc4af,Wiz inc,90443311.0,Israel,Major - Commercial Other
6bdd9777-b4fd-46d5-a4f8-6c69a4a73c02,BANK HAPOALIM B M,439304.0,Israel,Major - Commercial Other
370e038e-ed90-4107-ba0b-77f72a497ee1,DavidShield,25431293.0,Israel,Major - Commercial Other
665cd4a8-4a1c-4717-8d99-194ae767044b,GOI-EDUCATION,961824.0,Israel,Major - Education
07cbc44c-1e03-43b9-ac71-fefa0edf3170,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
a6d8c8e7-d986-4134-a6fd-39dbeeee945d,BANK LEUMI LE-ISRAEL B M,1089340.0,Israel,Major - Commercial Other
f08d24bf-76b6-443c-b7e3-95e633611caa,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
88e2b311-4f2d-4963-9ddc-aae695779409,CLAL BIT SYSTEMS LTD,936734.0,Israel,Major - Commercial Other
6b240b4d-c263-4497-a1eb-9ccd9fe40a9d,PAZ - OIL COMPANY LTD,1105559.0,Israel,Major - Commercial Other
f1c4bbbf-0989-4668-acb7-d2773121b43b,General Directorate of Oyak,1957417.0,Turkey,Major - Commercial Other
1418e01a-9677-4352-9469-c48eaa9d5091,Turkey bottle and Glass Factories Inc.-Şişecam-,1197962.0,Turkey,Major - Commercial Other
dc990cc6-3699-444c-82e6-f1b9d6efda62,BANK DISCOUNT,1382326.0,Israel,Major - Commercial Other
d2ce8245-25ef-4640-aa61-1867f5e0b301,Turkish Airlines A.O.,1449155.0,Turkey,Major - Commercial Other
dfa7a198-78b9-4e1b-87b3-d6226b8d9396,Presidency of the Republic of Turkey,4654518.0,Turkey,Major - Government Other
bf47fa25-4237-4c8b-a8ab-57cbdd8e4805,FIRST INTERNATIONAL BANK OF ISRAEL LTD (&MATAF),961701.0,Israel,Major - Commercial Other
d95df65f-8e5e-4f81-9f90-e0b713ef39eb,"T.C. Ministry of Transport, Maritime affairs and communications",1937694.0,Turkey,Major - Government Other
5623d622-a65a-44ac-bf77-d6b02527b8de,Fiverr,28895011.0,Israel,Major - Commercial Other
20b13dd5-5ad0-4ed0-b295-bace9c90f904,T.C. Ministry of Culture and Tourism,2611903.0,Turkey,Major - Government Other
64478663-1e43-4b62-895b-e1295ee1fe1c,Eurobank Bulgaria AD,1083602.0,Adriatics,Major - Commercial Other
a4092261-09c5-4ef4-98e2-a4f0a82607ff,I U C C - INTER UNIVERSITY COMPUTATION CENTER,4451548.0,Israel,Major - Education
c6b7b00c-f46a-47ca-90aa-534add745064,ISCAR LTD,961235.0,Israel,Major - Commercial Other
a91fcb0f-6d2c-4282-b2fa-85782a6b3beb,ELAL ISRAEL AIRLINES LTD,1327068.0,Israel,Major - Commercial Other
b71dab5b-dc1b-4091-a9c7-b98e18f80ee9,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
c09b376c-77a5-465b-8b48-17d2e225dd4b,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
c4965988-b56b-4e07-9c1a-4fd7cf22d53d,Hellenic Bank Ltd,1520495.0,Greece/Cyprus/Malta,Major - Commercial Other
ad7d02d2-2a8d-4669-980a-7101c850694d,Turkish Airlines A.O.,1449155.0,Turkey,Major - Commercial Other
2c47fc7f-10e2-48be-8f13-653954513665,Hellenic Bank Ltd,1520495.0,Greece/Cyprus/Malta,Major - Commercial Other
5bca994f-5d21-4753-9738-0b86b3d06387,DASH KUPOT GEMEL,14883231.0,Israel,Major - Commercial Other
2c5ad8bf-4972-4205-a7b2-ee653ef0b50b,ISRAEL PHOENIX ASSURANCE CO LTD,2166460.0,Israel,Major - Commercial Other
1a1fc474-0037-4bf7-95b8-21fbc5104ced,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
dde8f96a-feb4-4d33-b7a3-ce4181fce6bd,Bank of Valletta,9657421.0,Greece/Cyprus/Malta,Major - Commercial Other
9d310507-6791-4948-9aef-194b20940129,Cato Networks,29543016.0,Israel,Major - Commercial Other
a50918ff-5fed-4282-9317-43d79f8d0bf0,BIOCATCH Ltd.,25908725.0,Israel,Major - Commercial Other
c4657427-c5ac-44b8-b8e5-fdcb5669030d,WeSure Insurance Company Ltd,51292556.0,Israel,Major - Commercial Other
92a8a09f-2d73-41b1-8bfe-55abe2ccd98c,Ownbackup,73048091.0,Israel,Major - Commercial Other
2241dade-fe80-4d9b-87d5-9fb7b156628d,CELLCOM ISRAEL LTD,1006095.0,Israel,Major - Commercial Other
907d68a0-6cc3-4b5e-be42-8b4e4a6cf483,ZORLU Holding Inc.,1716129.0,Turkey,Major - Commercial Other
03a4b76f-78f5-4e71-a298-fef3477962e3,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
68800148-33b9-4b8c-a61e-48feca5d62ac,CLAL BIT SYSTEMS LTD,936734.0,Israel,Major - Commercial Other
6bbb3a3a-e7b3-493f-af26-ade11a103965,LOGIWA TECHNOLOGY INC,60234916.0,Turkey,Major - Commercial Other
c4d17fd7-da41-4c2c-9e15-b18b656b9eeb,Petkim PETRO Kimya Holding Inc.,940484.0,Turkey,Major - Commercial Other
2a867d6e-e935-450a-a86c-7532fda63994,NESS TECHNOLOGY,3396055.0,Israel,Major - Commercial Other
03603075-97dc-4e24-871b-cbfbb94f18bc,Bank of Cyprus Ltd,13960845.0,Greece/Cyprus/Malta,Major - Commercial Other
90ca1a32-af77-4d26-aedf-b8a47d18249d,Bernhard Schulte Shipmanagement,13062210.0,Greece/Cyprus/Malta,Major - Commercial Other
43c57452-ecde-4d96-9905-8c8b8bc73a09,Au10tix,19349548.0,Israel,Major - Commercial Other
10035da1-745d-4c53-81b2-3e0c08dce018,WIXPRESS LTD,12851211.0,Israel,Major - Commercial Other
eba33e4e-485a-4eaa-93dd-f2532b2e7a25,TEK EXPERTS EOOD,25755310.0,Adriatics,Major - Commercial Other
40049565-dd44-4d9f-bcdd-d3e04b1dce06,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
ab191c52-e685-47ee-bb2d-4fd6230baada,MINISTRY OF FINANCE,4040676.0,Greece/Cyprus/Malta,Major - Government Other
1b8b8db5-f3b1-4f0c-92c3-ab4f245c7ed5,BEZEQ THE ISRAEL TELECOMMUNICATION CORP LTD,292510.0,Israel,Major - Commercial Other
e8cdc2e9-3305-46c1-ae92-51cf0066d72a,Ministry of National Defense,968756.0,Turkey,Major - Government Other
706c5e2a-e717-4baf-9374-46b890ec81bf,C A L ( VISA ),1354529.0,Israel,Major - Commercial Other
4a0958ca-3811-4b95-b26f-734443f9a368,Bank of Cyprus Ltd,13960845.0,Greece/Cyprus/Malta,Major - Commercial Other
f22b64e2-7455-42d1-a0cb-897935af7f43,Ministry of Finance,1800322.0,Turkey,Major - Government Other
30f80b16-03cf-443b-bcaf-c0d1f6bf3b86,ISRAEL PHOENIX ASSURANCE CO LTD,2166460.0,Israel,Major - Commercial Other
7b56784f-f9a9-4d67-8ae5-1cb5bbc36f53,Aselsan Elektronik SAN. VE tic. Inc.,1908125.0,Turkey,Major - Government Other
960aba8c-1472-4398-b29b-37756d5ea031,AYALON INSURANCE CO LTD,2096164.0,Israel,Major - Commercial Other
e0b2dfbf-a4e5-406d-a06a-87e91e42ad03,BIOCATCH Ltd.,25908725.0,Israel,Major - Commercial Other
504f2004-0378-4b35-a46d-8a3f165fc793,thetaray,23678371.0,Israel,Major - Commercial Other
706622f6-49b5-4619-8456-027ce9b7b141,Forter,23245806.0,Israel,Major - Commercial Other
6729c612-b2c7-4d1c-b7de-829e3cd1892a,DIRECT INSURANCE - I D I LTD,1327050.0,Israel,Major - Commercial Other
783bc89f-e264-49e4-8540-56a9cb951327,SABANCI HOLDİNG A.Ş.,1091707.0,Turkey,Major - Commercial Other
114fac24-910a-42a5-91cf-953f76824570,NETAFIM (A C S ) LTD,962015.0,Israel,Major - Commercial Other
443274fe-1be1-4c18-8b35-516c449b3ce7,KORNIT DIGITAL LTD,9219033.0,Israel,Major - Commercial Other
4f392f64-bbbc-4057-b1aa-694e6f58c1b5,Reichman University,439306.0,Israel,Major - Education
eab948e9-f09c-4d5e-a70a-bdd8d92b3bc7,NESS TECHNOLOGY,3396055.0,Israel,Major - Commercial Other
3bda9a78-50ce-459c-88d2-df22a2da2298,MONDAY.COM LTD,49065227.0,Israel,Major - Commercial Other
e1340eb7-638c-4cf2-8c96-53222e7e3a2b,SOLAREDGE TECHNOLOGIES,11922172.0,Israel,Major - Commercial Other
1eaec824-ffe1-44b0-b8b1-06456da159c7,Presidency of the Republic of Turkey,4654518.0,Turkey,Major - Government Other
f9a28fe8-1516-4c5a-93d9-36cb15c62cb6,BORUSAN Holding A.Ş.,1911264.0,Turkey,Major - Commercial Other
b6ec6d3b-188b-4956-b6a2-0b0dcfec3ef3,BEZEQ THE ISRAEL TELECOMMUNICATION CORP LTD,292510.0,Israel,Major - Commercial Other
b444f6cd-05c2-418d-9605-1e9245716056,VARDINOGIANNIS GROUP - MOTOR OIL GROUP,2157506.0,Greece/Cyprus/Malta,Major - Commercial Other
f6542941-f145-4a14-88c5-4484c8eee6ea,TABOOLA COM LTD,11425571.0,Israel,Major - Commercial Other
18d70540-b045-4806-ad11-b7a4466d124e,VARONIS SYSTEMS LTD,8829039.0,Israel,Major - Commercial Other
7b451d15-e0e7-4dea-acfa-ed8008bdd29b,Eurobank Ergasias A.E.,1741374.0,Greece/Cyprus/Malta,Major - Commercial Other
ebfb37c6-df27-4664-859d-9447bcb6e06e,OUTBRAIN,12746238.0,Israel,Major - Commercial Other
a16c53dc-7483-4474-a4f8-71e98841a328,eToro Ltd.,21197550.0,Israel,Major - Commercial Other
0655f30f-1e59-4c66-8c53-a6338af7eeae,G O I - ISRAEL RAILWAYS,3981180.0,Israel,Major - Government Other
f1bbbb6a-58e5-4a51-8595-45119e37dfec,REFAEL,1152693.0,Israel,Major - Government Other
38d9b87a-5ac8-4f51-9fbb-ce562b5f210b,KUPAT HOLIM MEUCHEDET,2134798.0,Israel,Major - Government Other
01819397-93ee-4dfe-9433-072a76000ed9,ISRAEL AEROSPACE INDUSTRIES LTD,439323.0,Israel,Major - Government Other
8bb50e41-38f2-4180-b42e-2f8ae1b83f82,Public Power Corporation,1056896.0,Greece/Cyprus/Malta,Major - Commercial Other
374fce8a-f01f-4978-9ca2-1cb26cd73ae2,CLALIT HEALTH SERVICES,1070325.0,Israel,Major - Government Other
4e25b802-1ebd-4079-b9c1-268f84174448,SAPIENS,1830035.0,Israel,Major - Commercial Other
13872494-1e60-4bac-a1cc-fd9cb66143c2,Gong IL,38116173.0,Israel,Major - Commercial Other
261e6e81-f9e2-4f9a-b55d-4f500490859e,ELBIT SYSTEMS LTD,439326.0,Israel,Major - Government Other
347c6e80-5a5c-4135-aba4-541098ef6260,PAYONEER,10335334.0,Israel,Major - Commercial Other
afdba088-2ba0-e611-80e2-5065f38b6151,WSC Sports Technologies,34347390.0,Israel,Major - Commercial Other
7f1b714c-11d8-44e3-a4d5-b6388a37b869,MUNICIPALITY OF JERUSALEM,938888.0,Israel,Major - Government Other
8a05672d-f5b7-4db5-8ec7-5446adcf7df4,Glassbox,57785091.0,Israel,Major - Commercial Other
7cb0b3df-c659-42bb-b4e1-e5bdbd6be2ef,NEOGAMES - TECHNOLOGIES (MEDEA COMMUNICATION),12746441.0,Israel,Major - Commercial Other
0a96d4a4-079f-4e94-87ce-75c5f0131a12,KMS Lighthouse,52039787.0,Israel,Major - Commercial Other
361d587e-8ec6-49a3-91c2-a1a8d7e24ff7,Public Power Corporation,1056896.0,Greece/Cyprus/Malta,Major - Commercial Other
e3151df5-7a04-4d0e-a81e-ec8de0667f96,Glassix,42829313.0,Israel,Major - Commercial Other
b195d4dd-8f2b-4e25-a05d-3a5b4b335e4c,Ellinika Petrelaia,1069109.0,Greece/Cyprus/Malta,Major - Commercial Other
770b0aa4-0f0b-4b3a-bffd-95662beaa35d,Connecteam (MobiLesson),31389203.0,Israel,Major - Commercial Other
ba40494c-92a9-45a5-92ee-f92440b5a265,DSK Bank EAD,8012552.0,Adriatics,Major - Commercial Other
bfd65299-edd0-49f7-938e-d6a40cb1594b,FIREBLOCKS,52933066.0,Israel,Major - Commercial Other
7bb44725-61c4-4072-a8d4-7aae1293e0bc,WALKME,17560352.0,Israel,Major - Commercial Other
b2bbc719-c856-4ac6-8f66-4c885ac6b1a2,Cyprus Telecommunications Authority (CYTA),1438416.0,Greece/Cyprus/Malta,Major - Commercial Other
d874f342-66e8-4799-bf0d-4a9e945552f5,FxPro Financial Services Ltd,14062734.0,Greece/Cyprus/Malta,Major - Commercial Other
316a4d35-2f17-4773-905f-376e869ef61c,Tomorrow.io,25690625.0,Israel,Major - Commercial Other
ad65ff3a-36e3-43c8-a1ae-8f5d85bd54f7,PERSONETICS LTD,3981268.0,Israel,Major - Commercial Other
f20d841f-9f52-4b31-8436-7f7670224db0,MACCABI HEALTH SERVICES,1462788.0,Israel,Major - Government Other
b2b92819-1562-47b7-be89-60034d134f14,Datarails,46235970.0,Israel,Major - Commercial Other
424f5fa2-22b4-48d7-94e2-4d3dc5a7ce64,O.P.A.P. S.A.,5972524.0,Greece/Cyprus/Malta,Major - Commercial Other
ce4ff5bd-b4c3-4073-a743-e442b521dfe6,MUNICIPALITY OF TEL-AVIV,963219.0,Israel,Major - Government Other
bc3390db-6c08-4c9b-8a0b-84ce0e5be148,Eurobank Ergasias A.E.,1741374.0,Greece/Cyprus/Malta,Major - Commercial Other
571eb463-17c4-43b4-b4ef-089c3e759468,CYBER-ARK SOFTWARE LTD,14603210.0,Israel,Major - Commercial Other
b93d5b7c-d938-43ba-9e79-6c981a594365,Sharegain,36212008.0,Israel,Major - Commercial Other
5af7e352-1363-45f8-a6e1-83d15cce29ba,Lightricks,33496293.0,Israel,Major - Commercial Other
536b1ee1-9b8c-44c8-94d1-680cfc96f9e6,Public Power Corporation,1056896.0,Greece/Cyprus/Malta,Major - Commercial Other
01e921ce-5046-4ae0-980d-eda9148cd06b,State Comptroller Office,2020088.0,Israel,Major - Government Other
3adb399e-4577-4548-845c-9692f5b29386,Eurobank Ergasias A.E.,1741374.0,Greece/Cyprus/Malta,Major - Commercial Other
fdc0658f-8e4c-48df-930e-5aea13e6fdcd,DealHub,54645445.0,Israel,Major - Commercial Other
b2cd786b-3cd5-4bb5-a68a-7ea621852b38,TABOOLA COM LTD,11425571.0,Israel,Major - Commercial Other
070df7d5-98c3-4bca-a30b-e147fc20daa5,G O I - PRIME MINISTER OFFICE - TEL AVIV,938143.0,Israel,Major - Government Other
0295e5f6-8634-4e92-83a8-75bbae2d1e84,EDUCATION DEPARTMENT,1393790.0,Greece/Cyprus/Malta,Major - Education
1ca4b37a-b145-4a93-83ac-bfc216c98b19,SEEBO,32851239.0,Israel,Major - Commercial Other
b98764a6-9b03-ee11-8f6e-000d3a1b9638,ciValue,23586856.0,Israel,Major - Commercial Other
cbfcdaef-68b0-418c-9913-8c4d5f0f2b4c,Council of Ministers,1372651.0,Adriatics,Major - Government Other
49de2ab4-9903-ee11-8f6e-000d3a17960a,Yotpo,22127246.0,Israel,Major - Commercial Other
90f90e53-46b3-43d7-b15d-17497bc37ab0,Vassilakis Group,3102004.0,Greece/Cyprus/Malta,Major - Commercial Other
dc9ebd4a-f93e-4eba-8ad8-5dc6fc0a86e7,ISRAEL ELECTRIC COMPANY,815045.0,Israel,Major - Government Other
bc9198e3-53c1-4ba4-9890-dddfa22636f9,MYTILINEOS,10712221.0,Greece/Cyprus/Malta,Major - Commercial Other
c0d6f39e-950c-4d0b-9e08-c9ec5f305b19,Grad Beograd - Gradska uprava,11041222.0,Adriatics,Major - Government Other
a86e8ab3-0f67-4d91-90bd-669cc1087cba,Nova KBM d.d.,1520805.0,Adriatics,Major - Commercial Other
7068b725-f413-4195-80a1-8586407a802b,NLB d.d.,2446712.0,Adriatics,Major - Commercial Other
bdcc9722-93d3-42b3-964e-935f1e3d0d88,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
1fe0efe1-3b20-4d14-b69a-90134ef01085,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
85bb1f3f-9810-4169-bc34-8464741df72b,Government of Albania,11653290.0,Adriatics,Major - Government Other
010ae7d1-8998-4bd1-a4c9-da7b5bc6dfa3,GEK-TERNA S.A,5991594.0,Greece/Cyprus/Malta,Major - Commercial Other
5ef93f7a-b039-478b-bb1a-2987e4c68224,Viohalco,3528622.0,Greece/Cyprus/Malta,Major - Commercial Other
17ff3a22-175d-468c-a5c0-672cbedbb2af,POSTAL AUTHORITY,967955.0,Israel,Major - Government Other
9873277e-9544-4ecf-8d8e-db35932595cb,HEMOFARM AD,6384206.0,Adriatics,Major - Commercial Other
85d63bf5-b360-47c9-99c7-1b12736fff3d,Intralot,1464789.0,Greece/Cyprus/Malta,Major - Commercial Other
abb3d540-7e72-461c-847f-8359a043a369,The Government of the Republic of Serbia,5457665.0,Adriatics,Major - Government Other
532dda70-fbef-4081-929e-71885c9fa9ea,GEN energija d.o.o.,11065872.0,Adriatics,Major - Commercial Other
ae593dae-bfb4-470d-81bd-1f44d9079cba,Turkey Business Bank Inc.,1394073.0,Turkey,Major - Commercial Other
1c61124f-55eb-4f07-8528-9b58467df5aa,Turkey Business Bank Inc.,1394073.0,Turkey,Major - Commercial Other
6bb59a6c-c102-44ee-a099-73fbdfb580e3,Koc Holding A.Ş.,2144212.0,Turkey,Strategic - Commercial Other
